Tipo de Carta,Nombre de Carta,Texto de la Carta,Tipo de Magia,Tipo de Trampa,Tipo de Monstruo,Atributo,Nivel/Rango/Escala/Enlace,ATK,DEF,Fecha de Publicación de la Carta,Rareza,Método de Obtención
Monstruo,Ahorrador de Tocino,"Durante el Battle Step de cualquier jugador, mientras esta ocurriendo un ataque: puedes desterrar esta carta en tu Cementerio; niega el ataque. Solo puedes usar el efecto de ""Ahorrador de Tocino"" una vez por Duelo.",#,#,Zombi,Oscuridad,2,700,600,22/09/2017,R,Caja Grande
Monstruo,HEROE del Destino - Plasma,"No puede ser Invocado de Modo Normal, ni Colocado. Debe ser Invocado de Modo Especial (desde tu mano) Sacrificando 3 monstruos, y no puede ser Invocado de Modo Especial de otra forma. Niega los efectos de los monstruos boca arriba mientras los controle tu adversario. Una vez por turno: puedes seleccionar 1 monstruo que controle tu adversario; equipa ese objetivo a esta carta (solo puedes equipar 1 monstruo a la vez con este efecto). Esta carta gana ATK igual a la mitad del ATK original de ese monstruo equipado a ella por este efecto.",#,#,Guerrero,Oscuridad,8,1900,600,28/09/2017,UR,Gratis
Monstruo,HEROE Elemental Neos,#,#,#,Guerrero,Luz,7,2500,2000,28/09/2017,UR,Gratis
Monstruo,Ciber Angel Dakini,"Puedes Invocar esta carta por Ritual con ""Ritual del Angel Mecanico"". Si esta carta es Invocada por Ritual: puedes hacer que tu adversario mande al Cementerio 1 monstruo que controle (a su eleccion). Si un Monstruo de Ritual que controlas ataca a un monstruo en Posicion de Defensa, inflige daño de batalla de penetracion a tu adversario. Una vez por turno, durante tu End Phase: puedes seleccionar 1 Monstruo de Ritual o 1 ""Ritual del Angel Mecanico"" en tu Cementerio; añadelo a tu mano.",#,#,Hada/Ritual,Luz,8,2700,2400,28/09/2017,SR,Gratis
Monstruo,HEROE del Destino - Malicious,"Puedes desterrar esta carta en tu Cementerio; Invoca de Modo Especial, desde tu Deck, 1 ""Heroe del Destino - Malicious"".",#,#,Guerrero,Oscuridad,6,800,800,28/09/2017,SR,Gratis
Monstruo,HEROE Elemental Blazeman,"Si esta carta es Invocada de Modo Normal o Especial: puedes añadir a tu mano 1 ""Polimerizacion"" en tu Deck. Durante tu Main Phase: puedes activar este efecto; por el resto de este tuno, no puedes Invocar monstruos de Modo Especial, excepto Monstruos de Fusion, y ademas manda al Cementerio 1 monstruo ""Heroe Elemental"" en tu Deck, excepto ""Heroe Elemental Blazeman"" y, si lo haces, hasta el final de este turno el Atributo, ATK y DEF de esta carta se convierten cada uno en los mismos que los del monstruo mandado al Cementerio. Solo puedes usar 1 efecto de ""Heroe Elemental Blazeman"" por turno, y solo una vez ese turno.",#,#,Guerrero,Fuego,4,1200,1800,28/09/2017,SR,Estructura
Monstruo,Ciber Angel Benten,"Puedes Invocar esta carta por Ritual con ""Ritual del Angel Mecanico"". Si esta carta destruye un monstruo en batalla y lo manda al Cementerio: inflige daño a tu adversario igual a la DEF original de ese monstruo en el Cementerio. Si esta carta es Sacrificada: puedes añadir a tu mano 1 monstruo de Tipo Hada de LUZ en tu Deck.",#,#,Hada/Ritual,Luz,6,1800,1500,28/09/2017,R,Gratis
Monstruo,Ciber Angel Idaten,"Puedes Invocar esta carta por Ritual con ""Ritual del Angel Mecanico"". Si esta carta es Invocada por Ritual: puedes añadir a tu mano 1 Carta Magica de Ritual en tu Deck o Cementerio. Si esta carta es Sacrificada: puedes hacer que todos los Monstruos de Ritual que controles ganen 1000 ATK y DEF.",#,#,Hada/Ritual,Luz,6,1600,2000,28/09/2017,R,Gratis
Monstruo,Ciber Angel Querubin,"Si esta carta es Invocada: puedes añadir a tu mano, desde tu Deck, 1 monstruo ""Ciber Angel"" o ""Ritual del Angel Mecanico"". Solo puedes usar este efecto de ""Ciber Querubin"" una vez por turno.",#,#,Hada,Luz,2,300,200,28/09/2017,R,Gratis
Monstruo,HEROE Elemental Bubbleman,"Si esta es la unica carta en tu mano, puedes Invocarla de Modo Especial (desde tu mano). Cuando esta carta es Invocada: puedes robar 2 cartas. No debes controlar otras cartas ni tener cartas en tu mano para activar y resolver este efecto.",#,#,Guerrero,Agua,4,800,1200,28/09/2017,R,Gratis
Monstruo,HEROE Elemental Clayman,#,#,#,Guerrero,Tierra,4,800,2000,28/09/2017,R,Gratis
Monstruo,HEROE Elemental Flash,"Cuando esta carta es destruida en batalla y mandada al Cementerio: puedes desterrar esta carta y 3 Cartas de Monstruos ""HEROE Elemental"" con nombres diferentes en tu Cementerio para seleccionar 1 Carta Magica Normal en tu Cementerio; añade a tu mano ese objetivo.",#,#,Guerrero,Luz,4,1100,1600,28/09/2017,R,Estructura
Monstruo,HEROE Elemental Voltic,"Cuando esta carta inflige daño de batalla a tu adversario: puedes seleccionar 1 de tus monstruos ""HEROE Elemental"" desterrados; Invoca ese objetivo de Modo Especial.",#,#,Trueno,Luz,4,1000,1500,28/09/2017,R,Estructura
Monstruo,HEROE Elemental Lady Heat,"Durante cada una de tus End Phases infligele 200 puntos de daño a tu adversario por cada monstruo ""HEROE Elemental"" boca arriba que controles.",#,#,Piro,Fuego,4,1300,1000,28/09/2017,R,Estructura
Monstruo,HEROE Elemental Heat,"Esta carta gana 200 ATK por cada monstruo ""HEROE Elemental"" que controles.",#,#,Piro,Fuego,4,1600,1200,28/09/2017,R,Estructura
Monstruo,HEROE Elemental Wildheart,Esta carta no es afectada por los efectos de Cartas de Trampa,#,#,Guerrero,Tierra,4,1500,1600,28/09/2017,R,Gratis
Monstruo,Dracounidad Tribus,"Cuando esta carta es Invocada de Modo Normal o Especial, puedes mandar al Cementerio, desde tu Deck, 1 monstruo de Tipo Dragon de Nivel 3 o menor.",#,#,Bestia Alada,Viento,1,500,300,11/01/2017,R,Gratis
Monstruo,Golem de Mecanismo Antiguo,"No puede ser Invocada de Modo Especial. Si esta carta ataca a un monstruo en Posicion de Defensa, inflige daño de penetracion a tu adversario. Si esta carta ataca, hasta el final del Damage Step tu adversario no puede activar Cartas Magicas/de Trampa.",#,#,Maquina,Tierra,8,3000,3000,28/09/2017,UR,Gratis
Monstruo,Ingeniero de Mecnaismo Antiguo,"Niega el efecto de cualquier Trampa que tenga como objetivo esta carta y, si lo haces, destruye esa Carta de Trampa. Si esta carta ataca, hasta el final del Damage Step tu adversario no puede activar Cartas Magicas/de Trampa. Al final del Damage Step, si esta carta ataco: selecciona 1 Carta Magica/de Trampa que controle tu adversario; destruye ese objetivo.",#,#,Maquina,Tierra,5,1500,1500,28/09/2017,SR,Gratis
Monstruo,Caballero de Mecanismo Antiguo,"Esta carta se trata como un Monstruo Normal mientras este boca arriba en el Campo o en el Cementerio. Mientras esta carta sea un Monstruo Normal en el Campo, puedes Invocarla de Modo Normal para que se convierta en un Monstruo de Efecto con este efecto. -Si esta carta ataca, hasta el final del Damage Step tu adversario no puede activar Cartas Magica/de Trampa.",#,#,Maquina/Geminis,Fuego,4,1800,500,28/09/2017,SR,Gratis
Monstruo,Caja de Mecanismo Antiguo,"Si esta carta es añadida a tu mano desde el Deck o Cementerio, excepto  robandola: puedes añadir a tu mano 1 monstruo de TIERRA de Tipo Maquina con 500 ATK y/o DEF en tu Deck, excepto ""Caja de Mecanismo Antiguo"". Solo puedes usar este efecto de ""Caja de Mecanismo Antiguo"" una vez por turno.",#,#,Maquina,Tierra,4,500,2000,28/09/2017,SR,Gratis
Monstruo,Bestia de Mecanismo Antiguo,"No puede ser Invocado de Modo Especial. Si esta carta ataca, hasa el final del Damage Step tu adversario no puede activar Cartas Magicas/de Trampa. Niega los efectos de un monstruo de tu adversario destruido en batalla con esta carta (incluyendo en el Cementerio).",#,#,Maquina,Tierra,6,2000,2000,28/09/2017,R,Gratis
Monstruo,Soldado de Mecanismo Antiguo,"Si esta carta ataca, hasta el final del Damage Step tu adversario no puede activar Cartas Magicas/de Trampa.",#,#,Maquina,Tierra,4,1300,1300,28/09/2017,R,Gratis
Monstruo,Mecanismo Antiguo,"Mientras ""Mecanismo Antiguo"" este boca arriba en tu Campo, puedes Invocar de modo Especial esta carta de tu mano en Posicion de Ataque.",#,#,Maquina,Tierra,2,100,800,28/09/2017,N,Gratis
Monstruo,Cazadora del Caos,Cuando tu adversario Invoca un monstruo de Modo Especial (excepto durante el Damage Step): puedes descartar 1 carta; Invoca esta carta de Modo Especial desde tu mano. Tu adversario no puede desterrar cartas.,#,#,Demonio,Oscuridad,7,2500,1600,28/09/2017,UR,Gratis
Monstruo,"Saffira, Reina de Dragones","Puedes Invocar esta carta por Ritual con ""Himno de Luz"". Durante la End Phase, si este turno esta carta fue Invocada por Ritual, o si este turno un monstruo de LUZ fue mandado al Cementerio desde la mano o Deck mientras esta carta estaba boca arriba en el Campo: puedes activar 1 de estos efectos: -Roba 2 cartas, y despues descarta 1 carta. -Descarta 1 carta al azar de la mano de tu adversario. -Añade a tu mano 1 monstruo de LUZ en tu Cementerio. Solo puedes usar 1 efecto de ""Saffira, Reina de Dragones"" por turno, y solo una vez ese turno.",#,#,Dragon/Ritual,Luz,6,2500,2400,07/11/2017,UR,Caja Grande
Monstruo,Bestia Gladiador Andal,#,#,#,Guerrero-Bestia,Tierra,4,1900,1500,07/11/2017,SR,Caja Grande
Monstruo,Bestia Gladiador Laquari,"Si esta carta fue Invocada de Modo Especial por el efecto de un monstruo ""Bestia Gladiador"", su ATK original se convierte en 2100. Al final de la Battle Phase, si esta carta ataco o fue atacada: puedes barajarla al Deck; Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Bestia Gladiador"", excepto ""Bestia Gladiador Laquari"".",#,#,Guerrero-Bestia,Fuego,4,1800,400,07/11/2017,SR,Caja Grande
Monstruo,Bestia Gladiador Bestiari,"Si esta carta es Invocada de Modo Especial por el efecto de un monstruo ""Bestia Gladiador"": selecciona 1 Carta Magica/de Trampa en el Campo; destruye ese objetivo. Al final de la Battle Phase, si esta carta ataco o fue atacada: puedes barajarla al Deck; Invoca de Modo Especial 1 monstruo ""Bestia Gladiador"" desde tu Deck, excepto ""Bestia Gladiador Bestiari"".",#,#,Bestia Alada,Viento,4,1500,800,07/11/2017,R,Caja Grande
Monstruo,Bestia Gladiador Murmillo,"Cuando esta carta es Invocada de Modo Especial por el efecto de un monstruo ""Bestia Gladiador"", destruye 1 monstruo boca arriba. Al final de la Battle Phase, si esta carta ataco o fue atacada, puedes devolverla al Deck para Invocar de Modo Especial 1 monstruo ""Bestia Gladiador"" de tu Deck, excepto ""Bestia Gladiador Murmillo"".",#,#,Pez,Agua,3,800,400,07/11/2017,R,Caja Grande
Monstruo,Delfin Aqua Neo Espacial,"Descarta 1 carta de tu mano para mirar la mano de tu adversario y seleccionar 1 Carta de Monstruo. Si hay un monstruo en tu Campo con un ATK igual o mayor que el ATK del monstruo seleccionado, destruye la Carta de Monstruo seleccionada e infligele 500 puntos de daño a los Life Points de tu adversario. Si no tienes un monstruo en tu Campo con un ATK igual o mayor que el monstruo seleccionado, tu recibes 500 puntos de daño. Solo puedes usar este efecto una vez por tuno.",#,#,Guerrero,Agua,3,600,800,07/11/2017,R,Caja Grande
Monstruo,Simio de Prueba,"Cuando esta carta es destruida en batalla y mandada al Cementerio: puedes Invocar de Modo Especial 1 monstruo ""Bestia Gladiador"" Nivel 4 o menor de tu Deck.",#,#,Bestia,Tierra,2,700,300,07/11/2017,R,Caja Grande
Monstruo,Bestia Gladiador Augustus,"Cuando esta carta es Invocada de Modo Especial por el efecto de un monstruo ""Bestia Gladiador"": puedes Invocar de Modo Especial, desde tu mano, 1 monstruo ""Bestia Gladiador"", en Posicion de Defensa. Barajalo al Deck durante la End Phase. Al final de la Battle Phase, si esta carta ataco o fue atacada: puedes barajarla al Deck; Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Bestia Gladiador"", excepto ""Bestia Gladiador Augustus""",#,#,Bestia Alada,Oscuridad,8,2600,1000,07/11/2017,N,Caja Grande
Monstruo,Bestia Gladiador Dimacari,"Si esta carta fue Invocada de Modo Especial por el efecto de un monstruo ""Bestia Gladiador"", puede atacar dos veces durante cada Battle Phase, si esta carta ataco o fue atacada, puedes devolverla al Deck para Invocar de Modo Especial 1 monstruo ""Bestia Gladiador"" de tu Deck, excepto ""Bestia Gladiador Dimacari"".",#,#,Bestia,Tierra,4,1600,1200,07/11/2017,N,Caja Grande
Monstruo,Reciclador de Chatarra,"Cuando Invocas esta carta de Modo Normal o Especial, puedes seleccionar y mandar 1 monstruo de Tipo Maquina desde tu Deck al Cementerio. Una vez por turno puedes devolver al Deck, desde tu Cementerio, 2 monstruos de TIERRA de Tipo Maquina de Nivel 4 para robar 1 carta.",#,#,Maquina,Tierra,3,900,1200,07/11/2017,SR,Gratis
Monstruo,Llama Quimerica Periton,"No puede ser Invocado de Modo Especial, excepto por el efecto de un monstruo ""Llama Quimerica"". Tu adversario no puede seleccionar esta carta con efecto de cartas. Puedes mandar al Cementerio 1 monstruo de FUEGO en tu mano y Sacrificar esta carta; Invoca de Modo Especial, desde tu Deck, 2 monstruos ""Llama Quimerica"". Solo puedes usar este efecto de ""Llama Quimerica Periton"" una vez por turno.",#,#,Piro,Fuego,6,1600,1700,01/12/2017,R,Caja Mini
Monstruo,Avatar del Rey de Fuego Barong,"Si un monstruo ""Rey(es) de Fuego"" boca arriba que controlas es destruido por el efecto de una carta (excepto durante el Damage Step): puedes Invocar esta carta de Modo Especial desde tu mano. Durante la proxima Standby Phase despues de que esta carta fue destruida por efecto de una carta y mandada al Cementerio: añade a tu mano, desde tu Deck, 1 carta ""Rey(es) de Fuego"", excepto ""Avatar del Rey de Fuego Barong"".",#,#,Guerrero-Bestia,Fuego,4,1800,200,01/12/2017,R,Caja Mini
Monstruo,Llama Quimerica Cerbero,"Puedes Invocar de Modo Normal sin Sacrificar, pero su ATK original se convierte en 1000. Tu adversario no puede seleccionar esta carta con efectos de cartas. Cuando esta carta es drestruida y mandada al Cementerio: puedes añadir a tu mano, desde tu Deck, 1 carta ""Quimerica/o"".",#,#,Bestia,Fuego,6,2000,200,01/12/2017,N,Caja Mini
Monstruo,Llama Quimerica Manticora,"Tu adversario no puede seleccionar esta carta con efectos de cartas. Una vez por turno, durante el turno de cualquier jugador: puedes mandar al Cementerio, desde tu mano o boca arriba en tu lado del Campo, a 1 monstruo de FUEGO, excepto esta carta; este turno, esta carta no puede ser destruido por efecto de cartas.",#,#,Bestia Alada,Fuego,6,2200,300,01/12/2017,N,Caja Mini
Monstruo,HEROE del Destino - Decider,"Los monstruos de Nivel 6 o mayor que controle tu adversario no pueden seleccionar esta carta para ataques. Solo puedes usar cada uno de los siguientes efectos de ""HEROE del Destino - Decider"" una vez por Duelo. Si esta carta es Invocada de Modo Normal o Especial: puedes añadir a tu mano 1 monstruo ""HEROE"" desde tu Cementerio durante la End Phase de este turno. Durante el turno de cualquier jugador, cuando es activada una carta o efecto que fuera a infligirte daño, mientras esta carta esta en tu Cementerio: devuelve esta carta a tu mano y, si lo haces, haz que ese daño de efecto se convierta en 0 para ti.",#,#,Guerrero,Oscuridad,4,1600,1000,01/12/2017,SR,Gratis
Monstruo,Varita de Mago,"Cuando esta carta es Invocada de Modo Normal: puedes añadir a tu mano 1 Carta Magica/de Trampa en tu Deck que especificamente mencione la carta ""Mago Oscuro"" en su texto. Durante el turno de tu adversario, si activas una carta o efecto Magico/de Trampa mientras esta carta esta en tu Cementerio (excepto duarante el Damage Step): puedes Sacrificar 1 monstruo de Tipo Lanzador de Conjuros; añade esta carta a tu mano. Solo puedes usar cada efecto de ""Varita de Mago"" una vez por turno.",#,#,Lanzador de Conjuros,Oscuridad,3,1600,100,27/12/2017,SR,Gratis
Monstruo,"Lyla, Hechicera Luminosa","Puedes seleccionar 1 Carta Magica/de Trampa que controle tu adversario; la posicion de batalla de esta carta no puede ser cambiada hasta el final de tu proximo turno, y ademas cambia esta carta que controlas de Posicion de Ataque boca arriba a Posicion de Defensa boca arriba y, si lo haces, destruye ese objetivo. Una ves por turno durante tu End Phase: manda al Cementerio las 3 cartas de la parte superior de tu Deck",#,#,Lanzador de Conjuros,Luz,4,1700,200,31/12/2017,UR,Caja Grande
Monstruo,"Snoww, No-Luz del Mundo Oscuro","Si esta carta fue descartada al Cementerio por el efecto de una carta: si fue descartada desde tu mano a tu Cementerio por el efecto de una carta de tu adversario, puedes seelccionar 1 monstruo en el Cementerio de tu adversario; añade a tu mano, desde tu Deck, 1 carta ""Mundo Oscuro"", y despues, Invoca ese objetivo (si lo hay) de Modo Especial en Posicion de Defensa boca arriba.",#,#,Demonio,Oscuridad,4,1700,0,31/12/2017,UR,Caja Grande
Monstruo,"Ceruli, Lider del Mundo Oscuro","Si esta carta fue descartada al Cementerio por el efecto de una carta: Invoca esta carta de Modo Especial, desde el Cementerio, en el lado del Campo de tu adversario, en Posicion de Defensa boca arriba. Cuando esta carta es Invocada de Modo Especial por el efecto de una carta ""Mundo Oscuro"": tu adversario debe descartar 1 carta.",#,#,Demonio,Oscuridad,1,100,300,31/12/2017,SR,Caja Grande
Monstruo,"Beiige, Vanguardia del Mundo Oscuro",Si esta carta es descartada al Cementerio por el efecto de una carta: Invocala de Modo Especial desde el Cementerio.,#,#,Demonio,Oscuridad,4,1600,1300,31/12/2017,R,Caja Grande
Monstruo,"Brron, Rey Loco del Mundo Oscuro",Cuando esta carta inflige daño de batalla a tu adversario: puedes descartar 1 carta.,#,#,Demonio,Oscuridad,4,1800,400,31/12/2017,R,Caja Grande
Monstruo,"Broww, Cazador del Mundo Oscuro","Si esta carta es decartada al Cementerio por el efecto de una carta: roba 1 carta, mar otra carta si esta carta fue descartada de tu mano a tu Cementerio por efecto de una carta de tu adversario.",#,#,Demonio,Oscuridad,3,1400,800,31/12/2017,R,Caja Grande
Monstruo,"Scarr, Explorador del Mundo Oscuro","Cuando esta carta es destruida en batalla y mandada al Cementerio: añade a tu mano, desde tu Deck, 1 monstruo ""Mundo Oscuro"" de Nivel 4 o menor.",#,#,Demonio,Oscuridad,2,500,500,31/12/2017,R,Caja Grande
Monstruo,Caballero-Gema Cristal,#,#,#,Roca,Tierra,7,2450,1950,31/12/2017,R,Caja Grande
Monstruo,Caballero-Gema Esmeralda,"Puedes desterrar esta carta boca arriba que controlas y 1 Monstruo Normal boca arriba que controles para seleccionar 1 Monstruo de Fusion ""Caballero-Gema"" en tu Cementerio; Invocalo de Modo Especial desde el Cementerio.",#,#,Roca,Tierra,4,1800,800,31/12/2017,R,Caja Grande
